id	status	source	declaration	scope
IC147-saturation-full-logic-conservativity	checked	incidence-theory/IncidenceTheory/SaturationLogic.lean	theorem all_formula_saturation_conservative_iff	Saturation preserves and reflects every formula including implication exactly when the source resonance is quotient-congruent.
IC148-saturation-invariance-conservativity	checked	incidence-theory/IncidenceTheory/SaturationLogic.lean	theorem all_formula_bisimulationInvariant_iff_saturation_conservative	All source formulas are bisimulation invariant exactly when saturation is conservative for all formulas.
IC149-saturation-internal-logic-completeness	checked	incidence-theory/IncidenceTheory/SaturationLogic.lean	theorem saturation_all_formula_bisimulationInvariant	Every resonance formula is bisimulation invariant in the saturated model.
IC150-saturation-logic-strict-witness	checked	incidence-theory/IncidenceTheory/SaturationLogic.lean	theorem simplex_saturation_logic_strict	The simplex observation atom is false before saturation and true after saturation at the v1-face-face valuation.
IC151-saturation-incproof-positive-preservation	checked	incidence-theory/IncidenceTheory/SaturationLogic.lean	theorem ResonanceFormula.toIncProof_saturation_of_positive	Positive-fragment preservation transfers through the existing resonance-to-IncProof translation under explicit semantic agreement hypotheses.
IC152-saturation-incproof-conservativity	checked	incidence-theory/IncidenceTheory/SaturationLogic.lean	theorem all_translatedIncProof_saturation_conservative_iff	Full translated IncProof semantic conservativity under saturation is equivalent to quotient congruence of the source resonance.
IC153-dependent-saturation-completion-transfer	checked	incidence-theory/IncidenceTheory/DependentSaturation.lean	noncomputable def IncDepRawNormalizedResonanceCompletion.saturate	Every existing normalized dependent resonance completion transfers to the saturated incidence with structural preservation unchanged.
IC154-dependent-saturation-resonance-fixed	checked	incidence-theory/IncidenceTheory/DependentSaturation.lean	theorem IncDepRawNormalizedResonanceCompletion.saturation_resonance_iff	A normalized completion's quotient-congruence field proves that its source and saturated resonance relations coincide pointwise.
IC155-dependent-saturation-renaming-preservation	checked	incidence-theory/IncidenceTheory/DependentSaturation.lean	theorem IncDepRawNormalizedResonanceCompletion.saturate_renameTyping	Normalized formation/typing renaming results are definitionally unchanged by saturation.
IC156-dependent-saturation-substitution-preservation	checked	incidence-theory/IncidenceTheory/DependentSaturation.lean	theorem IncDepRawNormalizedResonanceCompletion.saturate_substituteTyping	Normalized formation/typing substitution results are definitionally unchanged by saturation.
IC157-dependent-saturation-semantic-interpreter	checked	incidence-theory/IncidenceTheory/DependentSaturation.lean	theorem IncDepSaturationCompletion.saturate_interpretTyping	The completed dependent typing interpreter produces exactly the same semantic result before and after saturation.
IC158-dependent-saturation-semantic-soundness	checked	incidence-theory/IncidenceTheory/DependentSaturation.lean	theorem IncDepSaturationCompletion.saturate_interpretTyping_sound	The canonical semantic substitution-coherence theorem remains valid for the saturated dependent completion.
IC159-dependent-saturation-nat-witness	checked	incidence-theory/IncidenceTheory/DependentSaturation.lean	theorem natDependentCompletion_saturation_resonance_iff	The natural-number normalized dependent completion concretely witnesses pointwise resonance fixedness under saturation.
IC160-saturation-resonance-spec-preservation	checked	incidence-theory/IncidenceTheory/AssociativeSaturation.lean	def saturationResonanceSpec	Saturation preserves resonance symmetry, left/right units, and type compatibility for every ResonanceSpec.
IC161-saturation-associativity-preservation	checked	incidence-theory/IncidenceTheory/AssociativeSaturation.lean	def saturationAssociativeResonanceSpec	Relational associativity is preserved by saturation whenever source resonance modes transport along bisimilar input representatives.
IC162-saturatable-dependent-completion	checked	incidence-theory/IncidenceTheory/AssociativeSaturation.lean	structure IncDepRawSaturatableResonanceCompletion	Structural preservation, resonance laws, associativity, and bisimulation mode transport are sufficient source data for saturation into a normalized dependent completion.
IC163-saturatable-dependent-completion-construction	checked	incidence-theory/IncidenceTheory/AssociativeSaturation.lean	noncomputable def IncDepRawSaturatableResonanceCompletion.saturate	Saturation automatically supplies the missing quotient congruence while preserving all other dependent completion fields.
IC164-bool-trivial-transport-associativity	checked	incidence-theory/IncidenceTheory/AssociativeSaturation.lean	def boolTrivialSaturatableResonanceCompletion	The two-point trivial incidence is symmetric, unital, type-compatible, associative, and transports modes under its total bisimulation.
IC165-bool-trivial-noncongruence	checked	incidence-theory/IncidenceTheory/AssociativeSaturation.lean	theorem boolTrivialResonance_not_quotientCongruent	The two-point trivial functional resonance is not quotient-congruent because its selected output class is not output-saturated.
IC166-bool-trivial-strict-associative-saturation	checked	incidence-theory/IncidenceTheory/AssociativeSaturation.lean	theorem boolTrivial_saturation_strict_and_associative	Saturation strictly adds the true-true-false mode while retaining associativity and producing a normalized dependent completion.
IC167-quotient-resonance-associativity	checked	incidence-theory/IncidenceTheory/QuotientAssociativity.lean	def QuotientResonanceAssociative	Associativity is formulated directly for the existential resonance relation on the behavioral quotient without assuming representative congruence.
IC168-saturation-associativity-exact-criterion	checked	incidence-theory/IncidenceTheory/QuotientAssociativity.lean	theorem saturation_associative_iff_quotientResonanceAssociative	Saturated resonance is associative exactly when the original existential quotient resonance is associative.
IC169-quotient-associativity-to-saturation	checked	incidence-theory/IncidenceTheory/QuotientAssociativity.lean	def saturationAssociativeResonanceSpecOfQuotient	A quotient-level associativity proof constructs relational associativity on the saturated carrier by choosing representatives of intermediate quotient modes.
IC170-transport-implies-quotient-associativity	checked	incidence-theory/IncidenceTheory/QuotientAssociativity.lean	theorem quotientResonanceAssociative_of_transport	Source associativity plus bisimulation mode transport implies quotient-level associativity, connecting the sufficient criterion to the exact criterion.
IC171-quotient-associative-dependent-completion	checked	incidence-theory/IncidenceTheory/QuotientAssociativity.lean	structure IncDepRawQuotientAssociativeCompletion	Structural preservation, source resonance laws, and quotient-level associativity are sufficient data for a normalized saturated dependent completion.
IC172-quotient-associative-completion-construction	checked	incidence-theory/IncidenceTheory/QuotientAssociativity.lean	noncomputable def IncDepRawQuotientAssociativeCompletion.saturate	The quotient-associative source bundle saturates to a quotient-congruent associative normalized dependent completion.
IC173-saturation-associativity-obstruction	checked	incidence-theory/IncidenceTheory/AssociativityObstruction.lean	def SaturationAssociativityCandidate.IsObstruction	A directional four-value certificate records a saturated two-step resonance chain whose opposite parenthesization has no intermediate mode.
IC174-saturation-associativity-obstruction-completeness	checked	incidence-theory/IncidenceTheory/AssociativityObstruction.lean	theorem no_saturationAssociativityObstruction_iff_associative	Saturated resonance is associative exactly when no directional associativity obstruction certificate exists.
IC175-quotient-associativity-obstruction-completeness	checked	incidence-theory/IncidenceTheory/AssociativityObstruction.lean	theorem no_saturationAssociativityObstruction_iff_quotientAssociative	The same obstruction absence is equivalent to associativity of the existential quotient resonance.
IC176-finite-associativity-obstruction-table	checked	incidence-theory/IncidenceTheory/AssociativityObstruction.lean	noncomputable def finiteSaturationAssociativityObstructions	For every finite carrier, all directional saturation-associativity obstruction candidates form a finite table.
IC177-finite-associativity-obstruction-decision	checked	incidence-theory/IncidenceTheory/AssociativityObstruction.lean	theorem finiteSaturationAssociativityObstructions_empty_iff	The finite obstruction table is empty exactly when quotient resonance, equivalently saturated resonance, is associative.
IC178-bool-associativity-obstruction-empty	checked	incidence-theory/IncidenceTheory/AssociativityObstruction.lean	theorem boolTrivial_finiteSaturationAssociativityObstructions_empty	The two-point strict saturation example has no associativity obstruction certificate.
IC179-executable-saturation-checker-interface	checked	incidence-theory/IncidenceTheory/ExecutableAssociativityObstruction.lean	structure ExecutableSaturationPresentation	Exact Boolean checkers for bisimulation and source resonance provide the finite computational interface for saturation.
IC180-executable-saturation-checker-correctness	checked	incidence-theory/IncidenceTheory/ExecutableAssociativityObstruction.lean	theorem ExecutableSaturationPresentation.saturationCheck_eq_true	The nested finite Boolean search recognizes exactly the modes of canonical bisimulation saturation.
IC181-executable-associativity-chain-checkers	checked	incidence-theory/IncidenceTheory/ExecutableAssociativityObstruction.lean	theorem ExecutableSaturationPresentation.leftChainCheck_eq_true	The executable left and right intermediate-mode searches exactly recognize their corresponding saturated two-step chains.
IC182-executable-associativity-obstruction-checker	checked	incidence-theory/IncidenceTheory/ExecutableAssociativityObstruction.lean	theorem ExecutableSaturationPresentation.obstructionCheck_eq_true	The directional Boolean obstruction checker is true exactly for semantic associativity obstruction certificates.
IC183-executable-associativity-obstruction-table	checked	incidence-theory/IncidenceTheory/ExecutableAssociativityObstruction.lean	def ExecutableSaturationPresentation.obstructionTable	All checked candidates are collected by a fully executable finite filter.
IC184-executable-associativity-decision	checked	incidence-theory/IncidenceTheory/ExecutableAssociativityObstruction.lean	theorem ExecutableSaturationPresentation.obstructionTable_empty_iff	The executable table is empty exactly when quotient resonance is associative.
IC185-bool-native-associativity-decision	checked	incidence-theory/IncidenceTheory/ExecutableAssociativityObstruction.lean	theorem boolTrivial_executable_obstructionTable_empty	Native evaluation verifies that the two-point strict-saturation obstruction table is empty.
IC186-free-unit-interaction-incidence	checked	incidence-theory/IncidenceTheory/TernaryInteractionRepresentation.lean	noncomputable def ternaryInteractionIncidence	Every small ternary relational system has a canonical empty-boundary Incidence representation after freely adjoining a unit.
IC187-ternary-interaction-exact-data	checked	incidence-theory/IncidenceTheory/TernaryInteractionRepresentation.lean	theorem ternaryInteractionIncidence_resonance_some_iff	The represented resonance restricted to the original data sector is exactly the source ternary relation, with preservation and reflection.
IC188-ternary-interaction-functor	checked	incidence-theory/IncidenceTheory/TernaryInteractionRepresentation.lean	noncomputable def ternaryInteractionRepresentationFunctor	Relation-preserving maps extend functorially to carrier-changing structured Incidence maps.
IC189-ternary-interaction-faithful	checked	incidence-theory/IncidenceTheory/TernaryInteractionRepresentation.lean	instance ternaryInteractionRepresentationFunctorFaithful	The representation functor is faithful: distinct ternary-system morphisms remain distinct after Incidence representation.
IC190-ternary-interaction-recovery	checked	incidence-theory/IncidenceTheory/TernaryInteractionRepresentation.lean	theorem ternaryInteractionRepresentationTheorem	Restricting a represented Incidence to its nonunit sector recovers the original ternary system up to a checked categorical isomorphism.
IC191-category-composition-system	checked	incidence-theory/IncidenceTheory/CategoryInteractionRepresentation.lean	def categoryCompositionSystem	Every small category determines a ternary relational system whose carrier is the category's endpoint-tagged arrows and whose relation is composition.
IC192-category-composition-exact	checked	incidence-theory/IncidenceTheory/CategoryInteractionRepresentation.lean	theorem categoryCompositionRelation_ofHom_iff	For any composable pair, the ternary relation holds exactly for its categorical composite.
IC193-category-composition-functional	checked	incidence-theory/IncidenceTheory/CategoryInteractionRepresentation.lean	theorem categoryCompositionRelation_functional	The categorical composition relation is single-valued even though it is represented relationally.
IC194-category-composition-associative	checked	incidence-theory/IncidenceTheory/CategoryInteractionRepresentation.lean	theorem categoryComposition_associative	The two existential parenthesizations of the categorical composition relation are equivalent by the category associativity law.
IC195-category-functor-composition-map	checked	incidence-theory/IncidenceTheory/CategoryInteractionRepresentation.lean	def categoryCompositionMap	Every functor induces a ternary-resonance homomorphism; identity and composition laws are checked separately.
IC196-category-incidence-representation	checked	incidence-theory/IncidenceTheory/CategoryInteractionRepresentation.lean	theorem categoryInteractionRepresentationTheorem	Every small category has an Incidence representation that exactly recognizes composition, is functional and associative, and recovers its composition system from the nonunit sector.
IC197-category-identity-object-embedding	checked	incidence-theory/IncidenceTheory/InternalCategoryRecovery.lean	theorem categoryIdentityArrow_injective	Objects embed injectively into the represented arrow carrier as their identity arrows.
IC198-category-object-recovery	checked	incidence-theory/IncidenceTheory/InternalCategoryRecovery.lean	noncomputable def categoryObjectRecoveryEquiv	The original object type is equivalent to the image of identity arrows in the represented carrier.
IC199-category-hom-fiber-recovery	checked	incidence-theory/IncidenceTheory/InternalCategoryRecovery.lean	def categoryHomFiberEquiv	For every object pair, the original hom type is equivalent to the endpoint fiber of represented arrows.
IC200-category-composition-recovery	checked	incidence-theory/IncidenceTheory/InternalCategoryRecovery.lean	theorem categoryInteractionIncidence_recovers_composition	Under the hom-fiber equivalences, Incidence resonance holds exactly when the recovered output is categorical composition.
IC201-internal-category-recovery-capstone	checked	incidence-theory/IncidenceTheory/InternalCategoryRecovery.lean	theorem internalCategoryRecoveryTheorem	A single certificate packages object equivalence, every hom-fiber equivalence, and exact recovery of composition for an arbitrary small category.
IC202-intrinsic-category-identity-predicate	checked	incidence-theory/IncidenceTheory/IntrinsicCategoryRecovery.lean	def CategoryCompositionIntrinsicIdentity	Identity arrows are specified using only endpoint equality and universal left/right unit laws for the ternary composition relation.
IC203-categorical-identities-intrinsic	checked	incidence-theory/IncidenceTheory/IntrinsicCategoryRecovery.lean	theorem categoryIdentityArrow_intrinsic	Every categorical identity arrow satisfies the intrinsic relational identity predicate.
IC204-intrinsic-identities-exact	checked	incidence-theory/IncidenceTheory/IntrinsicCategoryRecovery.lean	theorem categoryCompositionIntrinsicIdentity_iff	An arrow satisfies the intrinsic predicate exactly when it is the identity arrow on its source.
IC205-intrinsic-object-recovery	checked	incidence-theory/IncidenceTheory/IntrinsicCategoryRecovery.lean	def intrinsicCategoryObjectRecoveryEquiv	The original object type is equivalent to the subtype of arrows satisfying the intrinsic relational identity predicate.
IC206-intrinsic-category-recovery-capstone	checked	incidence-theory/IncidenceTheory/IntrinsicCategoryRecovery.lean	theorem intrinsicInternalCategoryRecoveryTheorem	A single certificate packages intrinsic object recovery, exact identity recognition, hom-fiber recovery, and composition recovery.
IC207-functorial-category-composition-hom	checked	incidence-theory/IncidenceTheory/CategoryInteractionFullness.lean	structure FunctorialCategoryCompositionHom	The admissible morphisms in the category-composition representation are specified non-circularly by object and hom maps satisfying identity and composition laws.
IC208-functorial-hom-recovers-functor	checked	incidence-theory/IncidenceTheory/CategoryInteractionFullness.lean	def FunctorialCategoryCompositionHom.toFunctor	Every admissible category-composition homomorphism reconstructs a functor from its stated object and hom actions.
IC209-category-composition-essential-image	checked	incidence-theory/IncidenceTheory/CategoryInteractionFullness.lean	theorem categoryCompositionMap_essentialImage_iff	A ternary-resonance homomorphism is induced by a functor exactly when it is the underlying resonance homomorphism of an admissible functorial category-composition homomorphism.
IC210-category-composition-map-faithful	checked	incidence-theory/IncidenceTheory/CategoryInteractionFullness.lean	theorem categoryCompositionMap_faithful	Equality of the induced maps on endpoint-tagged arrows forces equality of the original functors.
IC211-category-composition-scoped-fullness	checked	incidence-theory/IncidenceTheory/CategoryInteractionFullness.lean	theorem categoryCompositionMap_full_and_faithful_on_functorial_homs	Every admissible homomorphism is induced by a unique functor.
IC212-category-interaction-fullness-capstone	checked	incidence-theory/IncidenceTheory/CategoryInteractionFullness.lean	theorem categoryInteractionFullnessTheorem	A single certificate packages scoped fullness, faithfulness, and the exact essential-image characterization.
IC213-pure-relational-identity	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	def CategoryCompositionPureIdentity	Identity candidates are specified solely by the ternary composition relation, without endpoint projections or a preselected identity image.
IC214-pure-relational-identity-exact	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	theorem categoryCompositionPureIdentity_iff	The endpoint-free relational predicate holds exactly for categorical identity arrows.
IC215-pure-intrinsic-identity-equivalence	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	theorem categoryCompositionPureIdentity_iff_intrinsic	The pure relational identity predicate is equivalent to the earlier endpoint-assisted intrinsic predicate.
IC216-pure-object-recovery	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	def pureCategoryObjectRecoveryEquiv	The category's object type is equivalent to the subtype selected by the endpoint-free identity predicate.
IC217-pure-source-identity-exact	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	theorem categoryCompositionPureSourceIdentity_iff	An identity is the source identity of an arrow exactly when it is pure and composes on the left to that arrow.
IC218-pure-target-identity-exact	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	theorem categoryCompositionPureTargetIdentity_iff	An identity is the target identity of an arrow exactly when it is pure and composes on the right to that arrow.
IC219-pure-endpoint-existence-uniqueness	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	theorem categoryCompositionPureSourceIdentity_existsUnique	Every represented arrow has a unique relationally characterized source identity; the analogous target theorem is checked alongside it.
IC220-pure-relational-hom-fiber	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	def pureRelationalHomFiberEquiv	Each original hom type is equivalent to the arrow fiber defined only through resonance with its source and target pure identities.
IC221-pure-relational-composition-recovery	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	theorem pureRelationalHomFiberEquiv_composition_iff	Composition is recovered exactly on the purely relational hom fibers.
IC222-pure-relational-category-recovery-capstone	checked	incidence-theory/IncidenceTheory/PureRelationalCategoryRecovery.lean	theorem pureRelationalCategoryRecoveryTheorem	A single certificate packages endpoint-free identity, object, source, target, hom, and composition recovery.
IC223-relational-category-axioms	checked	incidence-theory/IncidenceTheory/RelationalCategoryRecognition.lean	structure RelationalCategoryAxioms	A purely ternary recognition interface states functionality, identities, unique endpoints, composability, endpoint stability, and relational associativity.
IC224-category-systems-satisfy-recognition	checked	incidence-theory/IncidenceTheory/RelationalCategoryRecognition.lean	theorem categoryCompositionSystem_relationalCategoryAxioms	The ternary composition system of every small category satisfies all relational category recognition axioms.
IC225-recognized-objects-and-homs	checked	incidence-theory/IncidenceTheory/RelationalCategoryRecognition.lean	def RelationalCategoryHom	Pure identities form objects and arrows with the specified relational source and target identities form hom types.
IC226-recognized-carrier-coverage	checked	incidence-theory/IncidenceTheory/RelationalCategoryRecognition.lean	theorem RelationalCategoryAxioms.carrier_covered_by_typed_homs	Every carrier element of a recognized ternary system occurs as a typed hom between its relationally selected source and target objects.
IC227-relational-category-construction	checked	incidence-theory/IncidenceTheory/RelationalCategoryRecognition.lean	noncomputable def RelationalCategoryAxioms.toCategory	Every ternary system satisfying the recognition axioms canonically yields a Lean category with relationally defined objects, homs, identities, and composition.
IC228-recognized-composition-exact	checked	incidence-theory/IncidenceTheory/RelationalCategoryRecognition.lean	theorem RelationalCategoryAxioms.resonance_comp_iff	On all typed hom fibers, source resonance holds exactly when the output is categorical composition in the reconstructed category.
IC229-relational-category-recognition-capstone	checked	incidence-theory/IncidenceTheory/RelationalCategoryRecognition.lean	theorem relationalCategoryRecognitionTheorem	A single certificate packages category existence, total carrier coverage by typed homs, and exact recovery of composition.
IC230-resonance-implies-composable	checked	incidence-theory/IncidenceTheory/RelationalCategoryRecognition.lean	resonance_composable :	The recognition interface requires every resonant pair to share a relational middle identity, ruling out extra modes on categorically noncomposable arrows.
IC231-recognized-arrow-encoding	checked	incidence-theory/IncidenceTheory/RelationalCategoryRoundTrip.lean	noncomputable def RelationalCategoryAxioms.encodeArrow	Every source carrier element is encoded as an endpoint-tagged arrow of the reconstructed category using its uniquely selected relational endpoints.
IC232-recognized-arrow-decoding	checked	incidence-theory/IncidenceTheory/RelationalCategoryRoundTrip.lean	def RelationalCategoryAxioms.decodeArrow	A reconstructed endpoint-tagged arrow decodes to its underlying source carrier element.
IC233-recognized-arrow-roundtrip	checked	incidence-theory/IncidenceTheory/RelationalCategoryRoundTrip.lean	theorem RelationalCategoryAxioms.encode_decodeArrow	Encoding and decoding are mutually inverse, including the dependent endpoint and hom fields.
IC234-recognized-arrow-equivalence	checked	incidence-theory/IncidenceTheory/RelationalCategoryRoundTrip.lean	noncomputable def RelationalCategoryAxioms.arrowEquiv	The original carrier is explicitly equivalent to the endpoint-tagged arrow carrier of the reconstructed category.
IC235-recognized-composite-resonant	checked	incidence-theory/IncidenceTheory/RelationalCategoryRoundTrip.lean	theorem RelationalCategoryAxioms.recognizedCompose_resonant	The decoded categorical composite of any compatible reconstructed arrows is resonant in the original ternary system.
IC236-roundtrip-relation-exact	checked	incidence-theory/IncidenceTheory/RelationalCategoryRoundTrip.lean	theorem RelationalCategoryAxioms.encodeArrow_resonance_iff	The carrier equivalence preserves and reflects the ternary relation exactly.
IC237-relational-category-system-isomorphism	checked	incidence-theory/IncidenceTheory/RelationalCategoryRoundTrip.lean	noncomputable def RelationalCategoryAxioms.roundTripIso	The original ternary system is isomorphic to the composition system of its reconstructed category.
IC238-relational-category-roundtrip-capstone	checked	incidence-theory/IncidenceTheory/RelationalCategoryRoundTrip.lean	theorem relationalCategoryRoundTripTheorem	A single certificate packages carrier equivalence, exact relation transport, and the reconstructed system isomorphism.
IC239-recognized-ternary-objects	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	structure RecognizedTernaryCategory	A recognized object bundles a ternary resonance system with a proof of the relational category recognition axioms.
IC240-recognized-ternary-morphisms	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	structure RecognizedTernaryHom	Recognized-system morphisms preserve resonance and pure identities, hence preserve relational source and target identities.
IC241-recognized-system-category	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	instance recognizedTernaryCategory	Recognized ternary systems and their structure-preserving morphisms form a category with checked identity and associativity laws.
IC242-recognized-endpoint-preservation	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	theorem RecognizedTernaryHom.preserves_source	Every recognized morphism preserves relational source identities; target preservation is proved dually.
IC243-recognized-morphism-functor	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	noncomputable def RecognizedTernaryHom.reconstructFunctor	Every recognized-system morphism induces a functor between the reconstructed categories.
IC244-reconstruction-identity-exact	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	theorem reconstructFunctor_id	Reconstruction sends identity system morphisms exactly to identity functors.
IC245-reconstruction-composition-exact	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	theorem reconstructFunctor_comp	Reconstruction sends composite system morphisms exactly to composite functors.
IC246-roundtrip-encoding-natural	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	theorem RecognizedTernaryHom.encodeArrow_natural	The round-trip carrier encoding commutes with every recognized-system morphism and its reconstructed functor.
IC247-relational-category-functoriality-capstone	checked	incidence-theory/IncidenceTheory/RelationalCategoryFunctoriality.lean	theorem relationalCategoryFunctorialityTheorem	A single certificate packages the morphism category, reconstructed functors, strict identity/composition laws, and encoding/decoding naturality.
IC248-recognized-reconstructed-cat	checked	incidence-theory/IncidenceTheory/CategoryReconstructionFunctor.lean	noncomputable def recognizedReconstructedCat	Each recognized ternary system is bundled as a mathlib Cat object carrying its reconstructed category instance.
IC249-category-reconstruction-functor	checked	incidence-theory/IncidenceTheory/CategoryReconstructionFunctor.lean	noncomputable def relationalCategoryReconstructionFunctor	Recognized ternary systems and their morphisms are sent by a single universe-explicit functor to mathlib's category of categories.
IC250-category-reconstruction-object-exact	checked	incidence-theory/IncidenceTheory/CategoryReconstructionFunctor.lean	theorem relationalCategoryReconstructionFunctor_obj	The packaged functor's object action is definitionally the pure-identity reconstructed category.
IC251-category-reconstruction-map-exact	checked	incidence-theory/IncidenceTheory/CategoryReconstructionFunctor.lean	theorem relationalCategoryReconstructionFunctor_map	The packaged functor's morphism action is definitionally the previously checked reconstructed functor.
IC252-category-reconstruction-map-components	checked	incidence-theory/IncidenceTheory/CategoryReconstructionFunctor.lean	theorem relationalCategoryReconstructionFunctor_map_hom	The packaged map acts on objects and typed homs exactly through the recognized carrier morphism.
IC253-category-reconstruction-functor-capstone	checked	incidence-theory/IncidenceTheory/CategoryReconstructionFunctor.lean	theorem categoryReconstructionFunctorTheorem	A single certificate packages the Cat-valued reconstruction functor, exact object/map actions, and round-trip encoding naturality.
IC254-category-to-recognized-object	checked	incidence-theory/IncidenceTheory/CategoryRecognitionFunctor.lean	def recognizedCategoryOfCat	Every small category is bundled as its ternary composition system together with the checked relational recognition axioms.
IC255-functor-to-recognized-morphism	checked	incidence-theory/IncidenceTheory/CategoryRecognitionFunctor.lean	def categoryFunctorRecognizedHom	Every functor induces a resonance- and pure-identity-preserving morphism between the associated recognized systems.
IC256-category-recognition-map-identity	checked	incidence-theory/IncidenceTheory/CategoryRecognitionFunctor.lean	theorem categoryFunctorRecognizedHom_id	The recognized morphism induced by an identity functor is exactly the identity recognized morphism.
IC257-category-recognition-map-composition	checked	incidence-theory/IncidenceTheory/CategoryRecognitionFunctor.lean	theorem categoryFunctorRecognizedHom_comp	The recognized morphism induced by a composite functor is exactly the composite recognized morphism.
IC258-category-recognition-functor	checked	incidence-theory/IncidenceTheory/CategoryRecognitionFunctor.lean	noncomputable def categoryRecognitionFunctor	Category composition representation assembles into one functor from mathlib Cat to recognized ternary systems.
IC259-category-recognition-functor-capstone	checked	incidence-theory/IncidenceTheory/CategoryRecognitionFunctor.lean	theorem categoryRecognitionFunctorTheorem	A single certificate packages the Cat-to-recognized inverse-direction functor and its exact object and morphism actions.
IC260-encode-preserves-pure-identities	checked	incidence-theory/IncidenceTheory/RecognizedRoundTripNaturalIso.lean	theorem RelationalCategoryAxioms.encodeArrow_mapsPure	Round-trip encoding preserves pure identities, using exact relation transport and encode/decode surjectivity.
IC261-decode-preserves-pure-identities	checked	incidence-theory/IncidenceTheory/RecognizedRoundTripNaturalIso.lean	theorem RelationalCategoryAxioms.decodeArrow_mapsPure	Round-trip decoding preserves pure identities in the reverse direction.
IC262-recognized-roundtrip-component-hom	checked	incidence-theory/IncidenceTheory/RecognizedRoundTripNaturalIso.lean	noncomputable def recognizedRoundTripHom	Encoding upgrades from a ternary-system homomorphism to a recognized-system morphism at every object.
IC263-recognized-roundtrip-component-iso	checked	incidence-theory/IncidenceTheory/RecognizedRoundTripNaturalIso.lean	noncomputable def recognizedRoundTripIso	Encoding and decoding form an isomorphism in the category of recognized ternary systems at every object.
IC264-recognized-roundtrip-natural-iso	checked	incidence-theory/IncidenceTheory/RecognizedRoundTripNaturalIso.lean	noncomputable def recognizedRoundTripNatIso	The component system isomorphisms assemble into a natural isomorphism from the identity to reconstruction followed by recognition.
IC265-recognized-roundtrip-natural-iso-capstone	checked	incidence-theory/IncidenceTheory/RecognizedRoundTripNaturalIso.lean	theorem recognizedRoundTripNaturalIsoTheorem	A single certificate packages component isomorphisms, the natural isomorphism, and exact encode/decode component maps.
IC266-category-roundtrip-canonical-functor	checked	incidence-theory/IncidenceTheory/CatRoundTripEquivalence.lean	noncomputable def categoryRoundTripFunctor	Every category has a canonical functor to its pure-identity reconstructed category, mapping objects to identity arrows and morphisms to typed arrow fibers.
IC267-category-roundtrip-faithful	checked	incidence-theory/IncidenceTheory/CatRoundTripEquivalence.lean	instance categoryRoundTripFunctor_faithful	The canonical category round-trip functor is faithful.
IC268-category-roundtrip-full	checked	incidence-theory/IncidenceTheory/CatRoundTripEquivalence.lean	instance categoryRoundTripFunctor_full	Every morphism between canonical reconstructed objects uniquely comes from an original category morphism, so the round-trip functor is full.
IC269-category-roundtrip-essentially-surjective	checked	incidence-theory/IncidenceTheory/CatRoundTripEquivalence.lean	instance categoryRoundTripFunctor_essSurj	Every pure-identity reconstructed object is equal, hence isomorphic, to the image of its recovered source object.
IC270-category-roundtrip-is-equivalence	checked	incidence-theory/IncidenceTheory/CatRoundTripEquivalence.lean	instance categoryRoundTripFunctor_isEquivalence	The canonical round-trip functor is full, faithful, and essentially surjective, hence a categorical equivalence.
IC271-category-roundtrip-equivalence	checked	incidence-theory/IncidenceTheory/CatRoundTripEquivalence.lean	noncomputable def categoryRoundTripEquivalence	Every small category is equivalent to the category reconstructed from its recognized ternary composition system.
IC272-category-roundtrip-equivalence-capstone	checked	incidence-theory/IncidenceTheory/CatRoundTripEquivalence.lean	theorem catRoundTripEquivalenceTheorem	A single certificate packages the canonical functor, full/faithful/essential-surjective evidence, and the resulting category equivalence for every Cat object.
IC273-category-roundtrip-mapped-functor	checked	incidence-theory/IncidenceTheory/CatRoundTripNaturality.lean	noncomputable def categoryRoundTripMappedFunctor	Every original functor induces the corresponding functor between the two pure-identity reconstructed categories.
IC274-category-roundtrip-object-naturality	checked	incidence-theory/IncidenceTheory/CatRoundTripNaturality.lean	theorem categoryRoundTripObject_natural	The canonical round-trip object embedding commutes exactly with every original functor.
